company,market,cohort_year,powertrain,scenario,t,calendar_year,units,e_ref_tco2e,e_prod_tco2e,ti_tco2e,cumulative_ti_tco2e,e_ref_kgco2e_per_vehicle,e_prod_kgco2e_per_vehicle,gap_kgco2e_per_vehicle,direction
hyundai,US,2025,BEV,S2,3,2028,61285,193606.8007,78380.1227,-115226.678,-525042.223,3159.1221,1278.9446,-1880.1775,contribution
hyundai,US,2025,BEV,S2,4,2029,61285,180818.9342,74982.5909,-105836.3433,-630878.5663,2950.4599,1223.5064,-1726.9535,contribution
hyundai,US,2025,BEV,S2,5,2030,61285,168875.7154,71732.3314,-97143.384,-728021.9503,2755.5799,1170.4713,-1585.1087,contribution
hyundai,US,2025,BEV,S2,6,2031,61285,157721.3547,68622.9603,-89098.3944,-817120.3447,2573.5719,1119.735,-1453.8369,contribution
hyundai,US,2025,BEV,S2,7,2032,61285,147303.7475,65648.3708,-81655.3767,-898775.7214,2403.5857,1071.198,-1332.3876,contribution
hyundai,US,2025,BEV,S2,8,2033,61285,137574.2304,62802.7204,-74771.51,-973547.2314,2244.8271,1024.765,-1220.0622,contribution
hyundai,US,2025,BEV,S2,9,2034,61285,128487.355,60080.4199,-68406.9351,-1041954.1665,2096.5547,980.3446,-1116.2101,contribution
hyundai,US,2025,BEV,S2,10,2035,61285,120000.6741,57476.1227,-62524.5514,-1104478.7179,1958.0758,937.8498,-1020.226,contribution
hyundai,US,2025,BEV,S2,11,2036,61285,112074.5444,54984.7135,-57089.8309,-1161568.5488,1828.7435,897.1969,-931.5466,contribution
hyundai,US,2025,BEV,S2,12,2037,61285,104671.9413,52601.2992,-52070.6421,-1213639.1909,1707.9537,858.3063,-849.6474,contribution
hyundai,US,2025,FCEV,S1,0,2025,5,19.3895,18.8091,-0.5804,-0.5804,3877.9,3761.82,-116.08,contribution
hyundai,US,2025,FCEV,S1,1,2026,5,19.1748,18.2586,-0.9162,-1.4966,3834.96,3651.72,-183.24,contribution
hyundai,US,2025,FCEV,S1,2,2027,5,18.9626,17.7241,-1.2385,-2.7351,3792.52,3544.82,-247.7,contribution
hyundai,US,2025,FCEV,S1,3,2028,5,18.7526,17.2053,-1.5473,-4.2824,3750.52,3441.06,-309.46,contribution
hyundai,US,2025,FCEV,S1,4,2029,5,18.545,16.7017,-1.8433,-6.1257,3709.0,3340.34,-368.66,contribution
hyundai,US,2025,FCEV,S1,5,2030,5,18.3397,16.2129,-2.1268,-8.2525,3667.94,3242.58,-425.36,contribution
hyundai,US,2025,FCEV,S1,6,2031,5,18.1367,15.7383,-2.3984,-10.6509,3627.34,3147.66,-479.68,contribution
hyundai,US,2025,FCEV,S1,7,2032,5,17.9359,15.2776,-2.6583,-13.3092,3587.18,3055.52,-531.66,contribution
hyundai,US,2025,FCEV,S1,8,2033,5,17.7373,14.8304,-2.9069,-16.2161,3547.46,2966.08,-581.38,contribution
hyundai,US,2025,FCEV,S1,9,2034,5,17.5409,14.3963,-3.1446,-19.3607,3508.18,2879.26,-628.92,contribution
hyundai,US,2025,FCEV,S1,10,2035,5,17.3467,13.9749,-3.3718,-22.7325,3469.34,2794.98,-674.36,contribution
hyundai,US,2025,FCEV,S1,11,2036,5,17.1547,13.5659,-3.5888,-26.3213,3430.94,2713.18,-717.76,contribution
hyundai,US,2025,FCEV,S1,12,2037,5,16.9648,13.1688,-3.796,-30.1173,3392.96,2633.76,-759.2,contribution
hyundai,US,2025,FCEV,S2,0,2025,5,19.3895,18.8091,-0.5804,-0.5804,3877.9,3761.82,-116.08,contribution
hyundai,US,2025,FCEV,S2,1,2026,5,18.1088,17.9938,-0.115,-0.6954,3621.76,3598.76,-23.0,contribution
hyundai,US,2025,FCEV,S2,2,2027,5,16.9127,17.2139,0.3012,-0.3942,3382.54,3442.78,60.24,liability
hyundai,US,2025,FCEV,S2,3,2028,5,15.7956,16.4677,0.6721,0.2779,3159.12,3293.54,134.42,liability
hyundai,US,2025,FCEV,S2,4,2029,5,14.7523,15.7539,1.0016,1.2795,2950.46,3150.78,200.32,liability
hyundai,US,2025,FCEV,S2,5,2030,5,13.7779,15.071,1.2931,2.5726,2755.58,3014.2,258.62,liability
hyundai,US,2025,FCEV,S2,6,2031,5,12.8679,14.4177,1.5498,4.1224,2573.58,2883.54,309.96,liability
hyundai,US,2025,FCEV,S2,7,2032,5,12.0179,13.7927,1.7748,5.8972,2403.58,2758.54,354.96,liability
hyundai,US,2025,FCEV,S2,8,2033,5,11.2241,13.1949,1.9708,7.868,2244.82,2638.98,394.16,liability
hyundai,US,2025,FCEV,S2,9,2034,5,10.4828,12.6229,2.1401,10.0081,2096.56,2524.58,428.02,liability
hyundai,US,2025,FCEV,S2,10,2035,5,9.7904,12.0758,2.2854,12.2935,1958.08,2415.16,457.08,liability
hyundai,US,2025,FCEV,S2,11,2036,5,9.1437,11.5523,2.4086,14.7021,1828.74,2310.46,481.72,liability
hyundai,US,2025,FCEV,S2,12,2037,5,8.5398,11.0515,2.5117,17.2138,1707.96,2210.3,502.34,liability
hyundai,US,2025,HEV,S1,0,2025,122706,475841.512,313940.4911,-161901.0209,-161901.0209,3877.8993,2558.4771,-1319.4222,contribution
hyundai,US,2025,HEV,S1,1,2026,122706,470573.4687,313940.4911,-156632.9776,-318533.9985,3834.9671,2558.4771,-1276.49,contribution
hyundai,US,2025,HEV,S1,2,2027,122706,465363.748,313940.4911,-151423.2569,-469957.2554,3792.5101,2558.4771,-1234.033,contribution
hyundai,US,2025,HEV,S1,3,2028,122706,460211.7041,313940.4911,-146271.213,-616228.4684,3750.5232,2558.4771,-1192.0461,contribution
hyundai,US,2025,HEV,S1,4,2029,122706,455116.6985,313940.4911,-141176.2074,-757404.6758,3709.0012,2558.4771,-1150.5241,contribution
hyundai,US,2025,HEV,S1,5,2030,122706,450078.0997,313940.4911,-136137.6086,-893542.2844,3667.9388,2558.4771,-1109.4617,contribution
hyundai,US,2025,HEV,S1,6,2031,122706,445095.2833,313940.4911,-131154.7922,-1024697.0766,3627.331,2558.4771,-1068.8539,contribution
hyundai,US,2025,HEV,S1,7,2032,122706,440167.6316,313940.4911,-126227.1405,-1150924.2171,3587.1728,2558.4771,-1028.6957,contribution
hyundai,US,2025,HEV,S1,8,2033,122706,435294.5339,313940.4911,-121354.0428,-1272278.2599,3547.4592,2558.4771,-988.9821,contribution
hyundai,US,2025,HEV,S1,9,2034,122706,430475.3864,313940.4911,-116534.8953,-1388813.1552,3508.1853,2558.4771,-949.7082,contribution
hyundai,US,2025,HEV,S1,10,2035,122706,425709.5917,313940.4911,-111769.1006,-1500582.2558,3469.3462,2558.4771,-910.8691,contribution
hyundai,US,2025,HEV,S1,11,2036,122706,420996.5591,313940.4911,-107056.068,-1607638.3238,3430.937,2558.4771,-872.4599,contribution
hyundai,US,2025,HEV,S1,12,2037,122706,416335.7046,313940.4911,-102395.2135,-1710033.5373,3392.9531,2558.4771,-834.476,contribution
hyundai,US,2025,HEV,S2,0,2025,122706,475841.512,313940.4911,-161901.0209,-161901.0209,3877.8993,2558.4771,-1319.4222,contribution
hyundai,US,2025,HEV,S2,1,2026,122706,444411.8428,313940.4911,-130471.3517,-292372.3726,3621.7613,2558.4771,-1063.2842,contribution
hyundai,US,2025,HEV,S2,2,2027,122706,415058.1255,313940.4911,-101117.6344,-393490.007,3382.5414,2558.4771,-824.0643,contribution
hyundai,US,2025,HEV,S2,3,2028,122706,387643.2421,313940.4911,-73702.751,-467192.758,3159.1221,2558.4771,-600.645,contribution
hyundai,US,2025,HEV,S2,4,2029,122706,362039.1309,313940.4911,-48098.6398,-515291.3978,2950.4599,2558.4771,-391.9828,contribution
hyundai,US,2025,HEV,S2,5,2030,122706,338126.1899,313940.4911,-24185.6988,-539477.0966,2755.5799,2558.4771,-197.1028,contribution
hyundai,US,2025,HEV,S2,6,2031,122706,315792.7151,313940.4911,-1852.224,-541329.3206,2573.5719,2558.4771,-15.0948,contribution
hyundai,US,2025,HEV,S2,7,2032,122706,294934.3825,313940.4911,19006.1086,-522323.212,2403.5857,2558.4771,154.8914,liability
hyundai,US,2025,HEV,S2,8,2033,122706,275453.7575,313940.4911,38486.7336,-483836.4784,2244.8271,2558.4771,313.65,liability
hyundai,US,2025,HEV,S2,9,2034,122706,257259.8414,313940.4911,56680.6497,-427155.8287,2096.5547,2558.4771,461.9224,liability
hyundai,US,2025,HEV,S2,10,2035,122706,240267.6464,313940.4911,73672.8447,-353482.984,1958.0758,2558.4771,600.4013,liability
hyundai,US,2025,HEV,S2,11,2036,122706,224397.7981,313940.4911,89542.693,-263940.291,1828.7435,2558.4771,729.7336,liability
hyundai,US,2025,HEV,S2,12,2037,122706,209576.1644,313940.4911,104364.3267,-159575.9643,1707.9537,2558.4771,850.5234,liability
hyundai,US,2025,ICE,S1,0,2025,702903,2725787.0546,2714965.3531,-10821.7015,-10821.7015,3877.8993,3862.5036,-15.3957,contribution
hyundai,US,2025,ICE,S1,1,2026,702903,2695609.8555,2714965.3531,19355.4976,8533.7961,3834.9671,3862.5036,27.5365,liability
hyundai,US,2025,ICE,S1,2,2027,702903,2665766.7479,2714965.3531,49198.6052,57732.4013,3792.5101,3862.5036,69.9934,liability
hyundai,US,2025,ICE,S1,3,2028,702903,2636254.0335,2714965.3531,78711.3196,136443.7209,3750.5232,3862.5036,111.9803,liability
hyundai,US,2025,ICE,S1,4,2029,702903,2607068.0544,2714965.3531,107897.2987,244341.0196,3709.0012,3862.5036,153.5024,liability
hyundai,US,2025,ICE,S1,5,2030,702903,2578205.1941,2714965.3531,136760.159,381101.1786,3667.9388,3862.5036,194.5648,liability
hyundai,US,2025,ICE,S1,6,2031,702903,2549661.8735,2714965.3531,165303.4796,546404.6582,3627.331,3862.5036,235.1725,liability
hyundai,US,2025,ICE,S1,7,2032,702903,2521434.5572,2714965.3531,193530.7959,739935.4541,3587.1728,3862.5036,275.3307,liability
hyundai,US,2025,ICE,S1,8,2033,702903,2493519.7449,2714965.3531,221445.6082,961381.0623,3547.4592,3862.5036,315.0443,liability
hyundai,US,2025,ICE,S1,9,2034,702903,2465913.9775,2714965.3531,249051.3756,1210432.4379,3508.1853,3862.5036,354.3183,liability
hyundai,US,2025,ICE,S1,10,2035,702903,2438613.8344,2714965.3531,276351.5187,1486783.9566,3469.3462,3862.5036,393.1574,liability
hyundai,US,2025,ICE,S1,11,2036,702903,2411615.9305,2714965.3531,303349.4226,1790133.3792,3430.937,3862.5036,431.5665,liability
hyundai,US,2025,ICE,S1,12,2037,702903,2384916.9212,2714965.3531,330048.4319,2120181.8111,3392.9531,3862.5036,469.5505,liability
hyundai,US,2025,ICE,S2,0,2025,702903,2725787.0546,2714965.3531,-10821.7015,-10821.7015,3877.8993,3862.5036,-15.3957,contribution
hyundai,US,2025,ICE,S2,1,2026,702903,2545746.8872,2714965.3531,169218.4659,158396.7644,3621.7613,3862.5036,240.7423,liability
hyundai,US,2025,ICE,S2,2,2027,702903,2377598.5004,2714965.3531,337366.8527,495763.6171,3382.5414,3862.5036,479.9622,liability
hyundai,US,2025,ICE,S2,3,2028,702903,2220556.4337,2714965.3531,494408.9194,990172.5365,3159.1221,3862.5036,703.3814,liability
hyundai,US,2025,ICE,S2,4,2029,702903,2073887.1068,2714965.3531,641078.2463,1631250.7828,2950.4599,3862.5036,912.0437,liability
hyundai,US,2025,ICE,S2,5,2030,702903,1936905.3931,2714965.3531,778059.96,2409310.7428,2755.5799,3862.5036,1106.9237,liability
hyundai,US,2025,ICE,S2,6,2031,702903,1808971.4184,2714965.3531,905993.9347,3315304.6775,2573.5719,3862.5036,1288.9317,liability
hyundai,US,2025,ICE,S2,7,2032,702903,1689487.574,2714965.3531,1025477.7791,4340782.4566,2403.5857,3862.5036,1458.9179,liability
hyundai,US,2025,ICE,S2,8,2033,702903,1577895.7219,2714965.3531,1137069.6312,5477852.0878,2244.8271,3862.5036,1617.6765,liability
hyundai,US,2025,ICE,S2,9,2034,702903,1473674.5904,2714965.3531,1241290.7627,6719142.8505,2096.5547,3862.5036,1765.9489,liability
hyundai,US,2025,ICE,S2,10,2035,702903,1376337.3394,2714965.3531,1338628.0137,8057770.8642,1958.0758,3862.5036,1904.4278,liability
hyundai,US,2025,ICE,S2,11,2036,702903,1285429.2819,2714965.3531,1429536.0712,9487306.9354,1828.7435,3862.5036,2033.7601,liability
hyundai,US,2025,ICE,S2,12,2037,702903,1200525.7662,2714965.3531,1514439.5869,11001746.5223,1707.9537,3862.5036,2154.5499,liability
hyundai,US,2025,PHEV,S1,0,2025,9582,37158.0311,28959.4132,-8198.6179,-8198.6179,3877.8993,3022.2723,-855.627,contribution
hyundai,US,2025,PHEV,S1,1,2026,9582,36746.6544,28432.5769,-8314.0775,-16512.6954,3834.9671,2967.2904,-867.6766,contribution
hyundai,US,2025,PHEV,S1,2,2027,9582,36339.8321,27921.1616,-8418.6705,-24931.3659,3792.5101,2913.9179,-878.5922,contribution
hyundai,US,2025,PHEV,S1,3,2028,9582,35937.5136,27424.7158,-8512.7978,-33444.1637,3750.5232,2862.1077,-888.4155,contribution
hyundai,US,2025,PHEV,S1,4,2029,9582,35539.6493,26942.8014,-8596.8479,-42041.0116,3709.0012,2811.814,-897.1872,contribution
hyundai,US,2025,PHEV,S1,5,2030,9582,35146.1897,26474.993,-8671.1967,-50712.2083,3667.9388,2762.9924,-904.9464,contribution
hyundai,US,2025,PHEV,S1,6,2031,9582,34757.0861,26020.8777,-8736.2084,-59448.4167,3627.331,2715.5998,-911.7312,contribution
hyundai,US,2025,PHEV,S1,7,2032,9582,34372.2902,25580.0547,-8792.2355,-68240.6522,3587.1728,2669.5945,-917.5783,contribution
hyundai,US,2025,PHEV,S1,8,2033,9582,33991.7545,25152.135,-8839.6195,-77080.2717,3547.4592,2624.9358,-922.5234,contribution
hyundai,US,2025,PHEV,S1,9,2034,9582,33615.4316,24736.7409,-8878.6907,-85958.9624,3508.1853,2581.5843,-926.601,contribution
hyundai,US,2025,PHEV,S1,10,2035,9582,33243.275,24333.5057,-8909.7693,-94868.7317,3469.3462,2539.5017,-929.8444,contribution
hyundai,US,2025,PHEV,S1,11,2036,9582,32875.2386,23942.0735,-8933.1651,-103801.8968,3430.937,2498.651,-932.2861,contribution
hyundai,US,2025,PHEV,S1,12,2037,9582,32511.2767,23562.0988,-8949.1779,-112751.0747,3392.9531,2458.9959,-933.9572,contribution
hyundai,US,2025,PHEV,S2,0,2025,9582,37158.0311,28959.4132,-8198.6179,-8198.6179,3877.8993,3022.2723,-855.627,contribution
hyundai,US,2025,PHEV,S2,1,2026,9582,34703.7168,28179.2264,-6524.4904,-14723.1083,3621.7613,2940.8502,-680.9111,contribution
hyundai,US,2025,PHEV,S2,2,2027,9582,32411.5117,27432.8583,-4978.6534,-19701.7617,3382.5414,2862.9575,-519.5839,contribution
hyundai,US,2025,PHEV,S2,3,2028,9582,30270.7084,26718.8429,-3551.8655,-23253.6272,3159.1221,2788.4411,-370.681,contribution
hyundai,US,2025,PHEV,S2,4,2029,9582,28271.3066,26035.7778,-2235.5288,-25489.156,2950.4599,2717.1549,-233.305,contribution
hyundai,US,2025,PHEV,S2,5,2030,9582,26403.9668,25382.3214,-1021.6454,-26510.8014,2755.5799,2648.9586,-106.6213,contribution
hyundai,US,2025,PHEV,S2,6,2031,9582,24659.9661,24757.1903,97.2242,-26413.5772,2573.5719,2583.7185,10.1465,liability
hyundai,US,2025,PHEV,S2,7,2032,9582,23031.1578,24159.1567,1127.9989,-25285.5783,2403.5857,2521.3063,117.7206,liability
hyundai,US,2025,PHEV,S2,8,2033,9582,21509.9335,23587.046,2077.1125,-23208.4658,2244.8271,2461.5995,216.7723,liability
hyundai,US,2025,PHEV,S2,9,2034,9582,20089.1872,23039.7344,2950.5472,-20257.9186,2096.5547,2404.4807,307.926,liability
hyundai,US,2025,PHEV,S2,10,2035,9582,18762.2821,22516.1472,3753.8651,-16504.0535,1958.0758,2349.8379,391.7622,liability
hyundai,US,2025,PHEV,S2,11,2036,9582,17523.0201,22015.2557,4492.2356,-12011.8179,1828.7435,2297.5637,468.8202,liability
hyundai,US,2025,PHEV,S2,12,2037,9582,16365.6122,21536.0763,5170.4641,-6841.3538,1707.9537,2247.5554,539.6018,liability
kia,EU27,2024,BEV,S1,0,2024,49083,87874.8735,21085.1018,-66789.7717,-66789.7717,1790.3322,429.5805,-1360.7516,contribution
kia,EU27,2024,BEV,S1,1,2025,49083,85256.2231,19899.835,-65356.3881,-132146.1598,1736.9807,405.4323,-1331.5484,contribution
kia,EU27,2024,BEV,S1,2,2026,49083,82726.7631,18793.8882,-63932.8749,-196079.0347,1685.4463,382.9002,-1302.5462,contribution
kia,EU27,2024,BEV,S1,3,2027,49083,80283.012,17761.1867,-62521.8253,-258600.86,1635.6582,361.8603,-1273.798,contribution
kia,EU27,2024,BEV,S1,4,2028,49083,77921.6603,16796.1627,-61125.4976,-319726.3576,1587.5489,342.1992,-1245.3497,contribution
kia,EU27,2024,BEV,S1,5,2029,49083,75639.5575,15893.717,-59745.8405,-379472.1981,1541.0541,323.8131,-1217.241,contribution
kia,EU27,2024,BEV,S1,6,2030,49083,73433.7002,15049.1692,-58384.531,-437856.7291,1496.1127,306.6065,-1189.5062,contribution
kia,EU27,2024,BEV,S1,7,2031,49083,71301.2275,14258.2289,-57042.9986,-494899.7277,1452.6665,290.4922,-1162.1742,contribution
kia,EU27,2024,BEV,S1,8,2032,49083,69239.4086,13516.9539,-55722.4547,-550622.1824,1410.6597,275.3897,-1135.2699,contribution
kia,EU27,2024,BEV,S1,9,2033,49083,67245.6354,12821.7265,-54423.9089,-605046.0913,1370.0392,261.2254,-1108.8138,contribution
kia,EU27,2024,BEV,S1,10,2034,49083,65317.421,12169.2206,-53148.2004,-658194.2917,1330.7545,247.9315,-1082.823,contribution
kia,EU27,2024,BEV,S1,11,2035,49083,63452.3838,11556.3761,-51896.0077,-710090.2994,1292.7568,235.4456,-1057.3112,contribution
kia,EU27,2024,BEV,S1,12,2036,49083,61648.2471,10980.3807,-50667.8664,-760758.1658,1256.0,223.7105,-1032.2895,contribution
kia,EU27,2024,BEV,S1,13,2037,49083,59902.8334,10438.6448,-49464.1886,-810222.3544,1220.4395,212.6733,-1007.7662,contribution
kia,EU27,2024,BEV,S1,14,2038,45975,54081.0871,9374.2285,-44706.8586,-854929.213,1176.3151,203.8984,-972.4167,contribution
kia,EU27,2024,BEV,S1,15,2039,29995,33259.0189,4070.1638,-29188.8551,-884118.0681,1108.8188,135.6947,-973.124,contribution
kia,EU27,2024,BEV,S1,16,2040,13513,16761.502,2029.8445,-14731.6575,-898849.7256,1240.3983,150.2142,-1090.1841,contribution
kia,EU27,2024,BEV,S1,17,2041,8603,10666.8575,1716.8973,-8949.9602,-907799.6858,1239.8997,199.5696,-1040.3301,contribution
kia,EU27,2024,BEV,S1,18,2042,8580,10413.256,1632.6252,-8780.6308,-916580.3166,1213.6662,190.2827,-1023.3835,contribution
kia,EU27,2024,BEV,S1,19,2043,6108,7227.5894,936.296,-6291.2934,-922871.61,1183.2989,153.2901,-1030.0087,contribution
kia,EU27,2024,BEV,S1,20,2044,6103,7101.5056,894.234,-6207.2716,-929078.8816,1163.609,146.5237,-1017.0853,contribution
kia,EU27,2024,BEV,S1,21,2045,2250,2476.3974,661.4082,-1814.9892,-930893.8708,1100.6211,293.9592,-806.6619,contribution
kia,EU27,2024,BEV,S1,22,2046,2012,2094.3537,603.6255,-1490.7282,-932384.599,1040.9313,300.0127,-740.9186,contribution
kia,EU27,2024,BEV,S1,23,2047,1073,1884.4164,569.8126,-1314.6038,-933699.2028,1756.2129,531.0462,-1225.1666,contribution
kia,EU27,2024,BEV,S1,24,2048,74,88.4013,13.194,-75.2073,-933774.4101,1194.6122,178.2973,-1016.3149,contribution
kia,EU27,2024,BEV,S2,0,2024,49083,87874.8735,21085.1018,-66789.7717,-66789.7717,1790.3322,429.5805,-1360.7516,contribution
kia,EU27,2024,BEV,S2,1,2025,49083,76002.83,19280.2196,-56722.6104,-123512.3821,1548.4553,392.8085,-1155.6468,contribution
kia,EU27,2024,BEV,S2,2,2026,49083,65734.7193,17629.8354,-48104.8839,-171617.266,1339.2563,359.1841,-980.0722,contribution
kia,EU27,2024,BEV,S2,3,2027,49083,56853.8479,16120.7233,-40733.1246,-212350.3906,1158.3206,328.438,-829.8825,contribution
kia,EU27,2024,BEV,S2,4,2028,49083,49172.7976,14740.7914,-34432.0062,-246782.3968,1001.8295,300.3238,-701.5057,contribution
kia,EU27,2024,BEV,S2,5,2029,49083,42529.4695,13478.9815,-29050.488,-275832.8848,866.4806,274.6161,-591.8646,contribution
kia,EU27,2024,BEV,S2,6,2030,49083,36783.6658,12325.1822,-24458.4836,-300291.3684,749.4176,251.109,-498.3087,contribution
kia,EU27,2024,BEV,S2,7,2031,49083,31814.1306,11270.1481,-20543.9825,-320835.3509,648.1701,229.6141,-418.556,contribution
kia,EU27,2024,BEV,S2,8,2032,49083,27515.9882,10305.4253,-17210.5629,-338045.9138,560.6012,209.9592,-350.642,contribution
kia,EU27,2024,BEV,S2,9,2033,49083,23798.5321,9423.2817,-14375.2504,-352421.1642,484.863,191.9867,-292.8764,contribution
kia,EU27,2024,BEV,S2,10,2034,49083,20583.3099,8616.6503,-11966.6596,-364387.8238,419.3572,175.5526,-243.8046,contribution
kia,EU27,2024,BEV,S2,11,2035,49083,17802.4706,7879.0663,-9923.4043,-374311.2281,362.7014,160.5254,-202.176,contribution
kia,EU27,2024,BEV,S2,12,2036,49083,15397.3264,7204.6199,-8192.7065,-382503.9346,313.6998,146.7844,-166.9154,contribution
kia,EU27,2024,BEV,S2,13,2037,49083,13317.1215,6587.905,-6729.2165,-389233.1511,271.3184,134.2197,-137.0987,contribution
kia,EU27,2024,BEV,S2,14,2038,45975,10705.9682,5728.1544,-4977.8138,-394210.9649,232.865,124.5928,-108.2722,contribution
kia,EU27,2024,BEV,S2,15,2039,29995,5881.3108,2762.9408,-3118.37,-397329.3349,196.0764,92.1134,-103.963,contribution
kia,EU27,2024,BEV,S2,16,2040,13513,2326.9775,1079.0893,-1247.8882,-398577.2231,172.2029,79.8556,-92.3472,contribution
kia,EU27,2024,BEV,S2,17,2041,8603,1319.6158,902.6387,-416.9771,-398994.2002,153.3902,104.9214,-48.4688,contribution
kia,EU27,2024,BEV,S2,18,2042,8580,1136.4104,822.6408,-313.7696,-399307.9698,132.4488,95.8789,-36.5699,contribution
kia,EU27,2024,BEV,S2,19,2043,6108,673.1292,466.9157,-206.2135,-399514.1833,110.2045,76.4433,-33.7612,contribution
kia,EU27,2024,BEV,S2,20,2044,6103,581.4399,426.4934,-154.9465,-399669.1298,95.2712,69.8826,-25.3886,contribution
kia,EU27,2024,BEV,S2,21,2045,2250,158.8295,221.7141,62.8846,-399606.2452,70.5909,98.5396,27.9487,liability
kia,EU27,2024,BEV,S2,22,2046,2012,120.3643,188.8602,68.4959,-399537.7493,59.8232,93.8669,34.0437,liability
kia,EU27,2024,BEV,S2,23,2047,1073,58.2807,155.5451,97.2644,-399440.4849,54.3157,144.9628,90.6472,liability
kia,EU27,2024,BEV,S2,24,2048,74,3.1063,4.6536,1.5473,-399438.9376,41.977,62.8865,20.9095,liability
kia,EU27,2024,HEV,S1,0,2024,139641,245339.93,265103.9506,19764.0206,19764.0206,1756.9334,1898.4679,141.5345,liability
kia,EU27,2024,HEV,S1,1,2025,139641,240017.4778,265103.9506,25086.4728,44850.4934,1718.8181,1898.4679,179.6498,liability
kia,EU27,2024,HEV,S1,2,2026,139641,234842.9088,265103.9506,30261.0418,75111.5352,1681.7619,1898.4679,216.706,liability
kia,EU27,2024,HEV,S1,3,2027,139641,229811.4625,265103.9506,35292.4881,110404.0233,1645.7306,1898.4679,252.7373,liability
kia,EU27,2024,HEV,S1,4,2028,139641,224918.5984,265103.9506,40185.3522,150589.3755,1610.6917,1898.4679,287.7762,liability
kia,EU27,2024,HEV,S1,5,2029,139641,220159.9777,265103.9506,44943.9729,195533.3484,1576.6142,1898.4679,321.8537,liability
kia,EU27,2024,HEV,S1,6,2030,139641,215531.4561,265103.9506,49572.4945,245105.8429,1543.4683,1898.4679,354.9996,liability
kia,EU27,2024,HEV,S1,7,2031,139641,211029.0674,265103.9506,54074.8832,299180.7261,1511.2257,1898.4679,387.2422,liability
kia,EU27,2024,HEV,S1,8,2032,139641,206649.0135,265103.9506,58454.9371,357635.6632,1479.8592,1898.4679,418.6087,liability
kia,EU27,2024,HEV,S1,9,2033,139641,202387.6539,265103.9506,62716.2967,420351.9599,1449.3426,1898.4679,449.1252,liability
kia,EU27,2024,HEV,S1,10,2034,139641,198241.499,265103.9506,66862.4516,487214.4115,1419.6511,1898.4679,478.8168,liability
kia,EU27,2024,HEV,S1,11,2035,139641,194207.1971,265103.9506,70896.7535,558111.165,1390.7606,1898.4679,507.7073,liability
kia,EU27,2024,HEV,S1,12,2036,139641,190281.5297,265103.9506,74822.4209,632933.5859,1362.648,1898.4679,535.8199,liability
kia,EU27,2024,HEV,S1,13,2037,139641,186461.4053,265103.9506,78642.5453,711576.1312,1335.2912,1898.4679,563.1766,liability
kia,EU27,2024,HEV,S1,14,2038,135561,177318.3259,255801.9558,78483.6299,790059.7611,1308.0335,1886.9878,578.9543,liability
kia,EU27,2024,HEV,S1,15,2039,114897,148273.511,213898.3354,65624.8244,855684.5855,1290.4907,1861.6529,571.1622,liability
kia,EU27,2024,HEV,S1,16,2040,101536,132660.9131,189323.2825,56662.3694,912346.9549,1306.5407,1864.5927,558.052,liability
kia,EU27,2024,HEV,S1,17,2041,81897,107346.1298,155570.6041,48224.4743,960571.4292,1310.7456,1899.5886,588.843,liability
kia,EU27,2024,HEV,S1,18,2042,81604,104938.9094,154829.2605,49890.3511,1010461.7803,1285.953,1897.3244,611.3714,liability
kia,EU27,2024,HEV,S1,19,2043,51926,68229.5475,96606.1385,28376.591,1038838.3713,1313.9766,1860.4579,546.4814,liability
kia,EU27,2024,HEV,S1,20,2044,51586,66340.5562,95854.124,29513.5678,1068351.9391,1286.0186,1858.1422,572.1236,liability
kia,EU27,2024,HEV,S1,21,2045,14123,20213.1714,27537.8543,7324.6829,1075676.622,1431.2236,1949.8587,518.6351,liability
kia,EU27,2024,HEV,S1,22,2046,13286,18888.4945,25930.733,7042.2385,1082718.8605,1421.6841,1951.7336,530.0496,liability
kia,EU27,2024,HEV,S1,23,2047,10644,17632.8298,21147.6621,3514.8323,1086233.6928,1656.5981,1986.8153,330.2172,liability
kia,EU27,2024,HEV,S1,24,2048,2257,2696.2405,4713.6732,2017.4327,1088251.1255,1194.6125,2088.4684,893.8559,liability
kia,EU27,2024,HEV,S2,0,2024,139641,245339.93,265103.9506,19764.0206,19764.0206,1756.9334,1898.4679,141.5345,liability
kia,EU27,2024,HEV,S2,1,2025,139641,212194.0915,265103.9506,52909.8591,72673.8797,1519.5687,1898.4679,378.8992,liability
kia,EU27,2024,HEV,S2,2,2026,139641,183526.3124,265103.9506,81577.6382,154251.5179,1314.2724,1898.4679,584.1955,liability
kia,EU27,2024,HEV,S2,3,2027,139641,158731.5975,265103.9506,106372.3531,260623.871,1136.712,1898.4679,761.7559,liability
kia,EU27,2024,HEV,S2,4,2028,139641,137286.6915,265103.9506,127817.2591,388441.1301,983.1403,1898.4679,915.3276,liability
kia,EU27,2024,HEV,S2,5,2029,139641,118739.0277,265103.9506,146364.9229,534806.053,850.3164,1898.4679,1048.1515,liability
kia,EU27,2024,HEV,S2,6,2030,139641,102697.1847,265103.9506,162406.7659,697212.8189,735.4372,1898.4679,1163.0307,liability
kia,EU27,2024,HEV,S2,7,2031,139641,88822.6221,265103.9506,176281.3285,873494.1474,636.0784,1898.4679,1262.3895,liability
